Region,ID,ID_room,type,UID,difficulty_tier,Name,Dialog,Dialog Tree,NPC ID,Enemy,object_id,complete_condition,Event ID,Loot,AI_Visual_Description,AI_scene_prompt,AI_mapicon,AI_maproom,,,
void,void_home,void_home_room,home,v0,0,Home room,,,,,,,,,A minimalist white space where furniture is formed from solidified thought. There is no horizon only an infinite gradient of gray.,,"A minimalist white space where furniture is formed from solidified thought. There is no horizon only an infinite gradient of gray.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A minimalist white space where furniture is formed from solidified thought. There is no horizon only an infinite gradient of gray. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_default,void_default_room,event,v21,19,Default Room,,,,,,,,,Fragmented remains of reality floating in a white vacuum. Broken pillars and silent clocks drift aimlessly through the silence.,,"Fragmented remains of reality floating in a white vacuum. Broken pillars and silent clocks drift aimlessly through the silence.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Fragmented remains of reality floating in a white vacuum. Broken pillars and silent clocks drift aimlessly through the silence. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_boss,void_boss_room,boss,v22,22,Boss Room,,,,,,,,,A platform made of fractured glass reflecting versions of the player that do not exist. The boss is a silhouette of negative space.,,"A platform made of fractured glass reflecting versions of the player that do not exist. The boss is a silhouette of negative space.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A platform made of fractured glass reflecting versions of the player that do not exist. The boss is a silhouette of negative space. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_magma_river,the_core_magma_river_room,battle,c1,20,Magma River,A flow of molten rock cuts through the chamber.,,,lava_slug,,,,fire_shard,"A river of glowing orange lava in a dark volcanic cavern, heat haze, sparks.","2d rpg scroller. cartoon realism. no characters. no icons
background A river of glowing orange lava in a dark volcanic cavern, heat haze, sparks.","A river of glowing orange lava in a dark volcanic cavern, heat haze, sparks.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A river of glowing orange lava in a dark volcanic cavern, heat haze, sparks. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_steam_vent,the_core_steam_vent_room,battle,c2,20,Steam Vent,High-pressure steam screams through the cracks.,,,steam_mephit,,,,vapor,"Geysers of white steam, jagged iron rocks, loud industrial sound aesthetic.","2d rpg scroller. cartoon realism. no characters. no icons
background Geysers of white steam, jagged iron rocks, loud industrial sound aesthetic.","Geysers of white steam, jagged iron rocks, loud industrial sound aesthetic.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Geysers of white steam, jagged iron rocks, loud industrial sound aesthetic. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_iron_foundry,the_core_iron_foundry_room,battle,c3,20,Iron Foundry,The sound of clashing metal is constant.,,,iron_golem,,,,iron_bar,"Massive industrial forge, vats of molten metal, mechanical arms, soot and fire.","2d rpg scroller. cartoon realism. no characters. no icons
background Massive industrial forge, vats of molten metal, mechanical arms, soot and fire.","Massive industrial forge, vats of molten metal, mechanical arms, soot and fire.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Massive industrial forge, vats of molten metal, mechanical arms, soot and fire. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_basalt_bridge,the_core_basalt_bridge_room,battle,c4,20,Basalt Bridge,A narrow path over a lake of fire.,,,fire_bat,,,,coal,"A bridge of hexagonal black pillars over a pool of lava, epic and dangerous.","2d rpg scroller. cartoon realism. no characters. no icons
background A bridge of hexagonal black pillars over a pool of lava, epic and dangerous.","A bridge of hexagonal black pillars over a pool of lava, epic and dangerous.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A bridge of hexagonal black pillars over a pool of lava, epic and dangerous. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_sulfur_pit,the_core_sulfur_pit_room,battle,c5,20,Sulfur Pit,Yellow fumes choke your breath.,,,sulfur_spirit,,,,sulfur,"Bubbling yellow-green acid pits, thick yellow smoke, corrosive environment.","2d rpg scroller. cartoon realism. no characters. no icons
background Bubbling yellow-green acid pits, thick yellow smoke, corrosive environment.","Bubbling yellow-green acid pits, thick yellow smoke, corrosive environment.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Bubbling yellow-green acid pits, thick yellow smoke, corrosive environment. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_the_great_smelter,the_core_the_great_smelter_room,battle,c6,20,The Great Smelter,Heat so intense it melts your armor.,,,smelter_demon,,,,molten_core,"A giant machine pouring liquid white-hot metal, extreme heat, glowing red metal.","2d rpg scroller. cartoon realism. no characters. no icons
background A giant machine pouring liquid white-hot metal, extreme heat, glowing red metal.","A giant machine pouring liquid white-hot metal, extreme heat, glowing red metal.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A giant machine pouring liquid white-hot metal, extreme heat, glowing red metal. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_diamond_crag,the_core_diamond_crag_room,battle,c7,20,Diamond Crag,Pressure has turned the coal into hard gems.,,,rock_spider,,,,diamond,"A cavern wall of sparkling diamonds embedded in black coal, refractive light.","2d rpg scroller. cartoon realism. no characters. no icons
background A cavern wall of sparkling diamonds embedded in black coal, refractive light.","A cavern wall of sparkling diamonds embedded in black coal, refractive light.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A cavern wall of sparkling diamonds embedded in black coal, refractive light. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_geothermal_well,the_core_geothermal_well_room,event,c8,,Geothermal Well,Natural energy pulses from the ground.,,,,,,,battery,"A technical structure over a glowing blue energy crack, pulsing light, sci-fi industrial.","2d rpg scroller. cartoon realism. no characters. no icons
background A technical structure over a glowing blue energy crack, pulsing light, sci-fi industrial.","A technical structure over a glowing blue energy crack, pulsing light, sci-fi industrial.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A technical structure over a glowing blue energy crack, pulsing light, sci-fi industrial. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_ash_plain,the_core_ash_plain_room,battle,c9,21,Ash Plain,Walking here leaves deep tracks in the soot.,,,ash_wraith,,,,urn,"A flat desert of grey ash, burnt tree stumps, grey sky, somber and dead.","2d rpg scroller. cartoon realism. no characters. no icons
background A flat desert of grey ash, burnt tree stumps, grey sky, somber and dead.","A flat desert of grey ash, burnt tree stumps, grey sky, somber and dead.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A flat desert of grey ash, burnt tree stumps, grey sky, somber and dead. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_machinery_hall,the_core_machinery_hall_room,battle,c10,21,Machinery Hall,Pistons move with rhythmic precision.,,,automaton_scout,,,,spring,"A hall of giant moving metal pistons, brass pipes, rhythmic movement, industrial.","2d rpg scroller. cartoon realism. no characters. no icons
background A hall of giant moving metal pistons, brass pipes, rhythmic movement, industrial.","A hall of giant moving metal pistons, brass pipes, rhythmic movement, industrial.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A hall of giant moving metal pistons, brass pipes, rhythmic movement, industrial. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_cinder_grove,the_core_cinder_grove_room,battle,c11,21,Cinder Grove,Trees made of charcoal still burn with heat.,,,cinder_cat,,,,charcoal,"Forest of black charred trees, glowing orange embers inside the wood, falling ash.","2d rpg scroller. cartoon realism. no characters. no icons
background Forest of black charred trees, glowing orange embers inside the wood, falling ash.","Forest of black charred trees, glowing orange embers inside the wood, falling ash.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Forest of black charred trees, glowing orange embers inside the wood, falling ash. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_the_boiler,the_core_the_boiler_room,battle,c12,21,The Boiler,The humidity is 100% and it's boiling.,,,pressure_fiend,,,,valve,"Inside a massive metal tank, dripping hot water, steam, high pressure, copper walls.","2d rpg scroller. cartoon realism. no characters. no icons
background Inside a massive metal tank, dripping hot water, steam, high pressure, copper walls.","Inside a massive metal tank, dripping hot water, steam, high pressure, copper walls.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Inside a massive metal tank, dripping hot water, steam, high pressure, copper walls. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_molten_waterfall,the_core_molten_waterfall_room,battle,c13,21,Molten Waterfall,Liquid gold falls from the ceiling.,,,gold_elemental,,,,gold_nugget,"A waterfall of liquid gold, sparkling reflections, opulence mixed with heat.","2d rpg scroller. cartoon realism. no characters. no icons
background A waterfall of liquid gold, sparkling reflections, opulence mixed with heat.","A waterfall of liquid gold, sparkling reflections, opulence mixed with heat.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A waterfall of liquid gold, sparkling reflections, opulence mixed with heat. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_obsidian_lab,the_core_obsidian_lab_room,battle,c14,21,Obsidian Lab,Dark stones used for magical experiments.,,,fire_mage,,,,wand,"A laboratory made of black glass, glowing red runes, floating crystals, magical core.","2d rpg scroller. cartoon realism. no characters. no icons
background A laboratory made of black glass, glowing red runes, floating crystals, magical core.","A laboratory made of black glass, glowing red runes, floating crystals, magical core.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A laboratory made of black glass, glowing red runes, floating crystals, magical core. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_ventilation_shaft,the_core_ventilation_shaft_room,battle,c15,21,Ventilation Shaft,A cool breeze comes from somewhere above.,,,harpy_scout,,,,fan,"A vertical metal tunnel, giant spinning fans, blue light from above, industrial scale.","2d rpg scroller. cartoon realism. no characters. no icons
background A vertical metal tunnel, giant spinning fans, blue light from above, industrial scale.","A vertical metal tunnel, giant spinning fans, blue light from above, industrial scale.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A vertical metal tunnel, giant spinning fans, blue light from above, industrial scale. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_the_great_engine,the_core_the_great_engine_room,battle,c16,21,The Great Engine,This machine powers the entire world.,,,engine_master,,,,power_cell,"A colossal core machine, glowing energy, spinning rings, the heart of technology.","2d rpg scroller. cartoon realism. no characters. no icons
background A colossal core machine, glowing energy, spinning rings, the heart of technology.","A colossal core machine, glowing energy, spinning rings, the heart of technology.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A colossal core machine, glowing energy, spinning rings, the heart of technology. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_crystal_furnace,the_core_crystal_furnace_room,event,c17,,Crystal Furnace,,c17_furnace,the_smith,,,,,fire_sword,"A furnace made of giant ruby crystals, focused heat, magical blacksmithing.","2d rpg scroller. cartoon realism. no characters. no icons
background A furnace made of giant ruby crystals, focused heat, magical blacksmithing.","A furnace made of giant ruby crystals, focused heat, magical blacksmithing.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A furnace made of giant ruby crystals, focused heat, magical blacksmithing. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_red_rock_vault,the_core_red_rock_vault_room,battle,c18,22,Red Rock Vault,The stones here hum with heat.,,,mimic_safe,,,,relic,"A secure room of heated red stones, treasure piles, glowing security runes.","2d rpg scroller. cartoon realism. no characters. no icons
background A secure room of heated red stones, treasure piles, glowing security runes.","A secure room of heated red stones, treasure piles, glowing security runes.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A secure room of heated red stones, treasure piles, glowing security runes. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_scorched_path,the_core_scorched_path_room,battle,c19,22,Scorched Path,Everything here has been burned to a crisp.,,,phoenix_hatchling,,,,feather,"A path of blackened ground, fire embers, burnt ruins, orange and black palette.","2d rpg scroller. cartoon realism. no characters. no icons
background A path of blackened ground, fire embers, burnt ruins, orange and black palette.","A path of blackened ground, fire embers, burnt ruins, orange and black palette.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A path of blackened ground, fire embers, burnt ruins, orange and black palette. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_the_heart_of_the_world,the_core_the_heart_of_the_world_room,battle,c20,22,The Heart of the World,,c20_boss,,magma_titan,,,,core_essence,"A titanic beating heart made of magma and gears, the center of the planet, god-like scale.","2d rpg scroller. cartoon realism. no characters. no icons
background A titanic beating heart made of magma and gears, the center of the planet, god-like scale.","A titanic beating heart made of magma and gears, the center of the planet, god-like scale.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A titanic beating heart made of magma and gears, the center of the planet, god-like scale. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_home,the_core_home_room,home,c0,0,Home room,,,,,,,,,A high-tech laboratory chamber shielded by thick leaded glass. Screens display real-time data on planetary stability.,,"A high-tech laboratory chamber shielded by thick leaded glass. Screens display real-time data on planetary stability.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A high-tech laboratory chamber shielded by thick leaded glass. Screens display real-time data on planetary stability. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_default,the_core_default_room,event,c21,22,Default Room,,,,,,,,,A network of metallic catwalks suspended over a sea of molten energy. Giant pistons and gears grind with the rhythm of a mechanical heart.,,"A network of metallic catwalks suspended over a sea of molten energy. Giant pistons and gears grind with the rhythm of a mechanical heart.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A network of metallic catwalks suspended over a sea of molten energy. Giant pistons and gears grind with the rhythm of a mechanical heart. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
the_core,the_core_boss,the_core_boss_room,boss,c22,25,Boss Room,,,,,,,,,The central reactor chamber where a pulsating orb of pure energy is housed. Pipes leak superheated steam as the machine begins to overload.,,"The central reactor chamber where a pulsating orb of pure energy is housed. Pipes leak superheated steam as the machine begins to overload.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","The central reactor chamber where a pulsating orb of pure energy is housed. Pipes leak superheated steam as the machine begins to overload. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
